"ID","Species","ratio.Fork.length","ratio.Eye.diameter","ratio.Body.height","ratio.First.dorsal.fin","ratio.Second.dorsal.fin","Shape.caudal.fin"
"ブリ3","ブリ",0.9456468221782,0.0382545575023484,0.230393010797564,0.0548119004996532,0.497193914145905,"湾入形"
"マダイ3","マダイ",0.926290834104538,0.0718402866678175,0.35672845790747,0.444477458838796,0,"二叉形"
"マコガレイ3","マコガレイ",NA,0.039475394220622,0.314996524849314,0.690803610640966,0,"円形"
"ヒラメ3","ヒラメ",NA,0.0395428298752342,0.247976721896908,0.714638210940918,0,"円形"
"コノシロ3","コノシロ",0.866914917648037,0.038499976579487,0.276413597262845,0.160519452206026,0,"二叉形"
"カタクチイワシ3","カタクチイワシ",0.922295147755355,0.0566745240659455,0.128479693437093,0.019006326455559,0.0480191530170337,"二叉形"
"イトヨリダイ3","イトヨリダイ",0.738661154703366,0.0370246072040183,0.210997080441,0.375535564605458,0,"二叉形"
"クロダイ3","クロダイ",0.929894557812099,0.0434202366241202,0.29327890647685,0.436257016790947,0,"二叉形"
"マイワシ3","マイワシ",0.9045644585849,0.0435188597539477,0.158443341313471,0.0966957308492748,0,"二叉形"
"マアジ3","マアジ",0.907254700631415,0.0607605401706456,0.200089092208997,0.0983186251933563,0.316241845987615,"二叉形"
"マサバ3","マサバ",0.9175618260671,0.0558247288580392,0.211349112740876,0.114218679643528,0.100006653774613,"二叉形"
"スズキ4","スズキ",0.974271041638546,0.064035057357877,0.230033188407289,0.204536822625525,0.0541217000353828,"湾入形"
"ブリ4","ブリ",0.936000554250852,0.0363900352763845,0.222311790596628,0.0549256627868054,0.489972418719724,"湾入形"
"マダイ4","マダイ",0.931123918476324,0.0737273540949196,0.359091495396253,0.444317630998204,0,"二叉形"
"マコガレイ4","マコガレイ",NA,0.0370638421512526,0.318715890780168,0.746202360485915,0,"円形"
"ヒラメ4","ヒラメ",NA,0.0388427423406272,0.241532774745647,0.739466104777093,0,"円形"
"コノシロ4","コノシロ",0.888065574514483,0.0405400432049013,0.256851686878894,0.160647266159828,0,"二叉形"
"カタクチイワシ4","カタクチイワシ",0.922685735752766,0.0561789165227801,0.129140450653687,0.0185996477729882,0.0469117005817825,"二叉形"
"イトヨリダイ4","イトヨリダイ",0.774680779471981,0.0375293083352982,0.19569826062786,0.372094042057447,0,"二叉形"
"クロダイ4","クロダイ",0.972753662948806,0.0440903448773686,0.309808208715756,0.439426275402908,0,"二叉形"
"マイワシ4","マイワシ",0.929912714483246,0.0438763626468039,0.15829219936686,0.100319150264655,0,"二叉形"
"マアジ4","マアジ",0.895115671011833,0.0637967454142556,0.199529939595994,0.0970905336564667,0.317297246121556,"二叉形"
"マサバ4","マサバ",0.971594580849812,0.0561871700573561,0.210913809595883,0.108077794775781,0.104312386262706,"二叉形"
"スズキ5","スズキ",0.965768807044244,0.0641683258421812,0.233585599219035,0.205494477940694,0.0547668156058498,"湾入形"
"ブリ5","ブリ",0.92800486409633,0.0362542833005239,0.227906350107109,0.0532988441451728,0.475938909195788,"湾入形"
"マダイ5","マダイ",0.925526884405172,0.0710775345449463,0.366788867184517,0.427847071119422,0,"二叉形"
"マコガレイ5","マコガレイ",NA,0.0359399026879678,0.321056765266024,0.75760028183831,0,"円形"
"ヒラメ5","ヒラメ",NA,0.0391381456278353,0.241888684845698,0.708619583441695,0,"円形"
"コノシロ5","コノシロ",0.877739590014814,0.0396073773724523,0.279216888175137,0.160567904386612,0,"二叉形"
"カタクチイワシ5","カタクチイワシ",0.904703641612477,0.0568061971785023,0.126759754529515,0.0192322134403189,0.0470010626661275,"二叉形"
"イトヨリダイ5","イトヨリダイ",0.764650495587139,0.0372000263440915,0.209798236198954,0.377007287890564,0,"二叉形"
"クロダイ5","クロダイ",0.956326261951697,0.0420644353326693,0.305727384877539,0.445265157728094,0,"二叉形"
"マイワシ5","マイワシ",0.903485078543435,0.0452508814212257,0.155119408000639,0.0963376256618047,0,"二叉形"
"マアジ5","マアジ",0.917606648795767,0.0634493704613443,0.203716893706155,0.0986659513090027,0.314926814429976,"二叉形"
"マサバ5","マサバ",0.920239043794588,0.0579640692972349,0.20961946020108,0.116321133698144,0.10659547554811,"二叉形"
"スズキ6","スズキ",0.958598405229022,0.0648800825039925,0.225092382921544,0.198376249734894,0.0553047110002992,"湾入形"
"ブリ6","ブリ",0.952526870986929,0.0368396101861193,0.239124340581465,0.0567431554141197,0.495962445066076,"湾入形"
"マダイ6","マダイ",0.906361638292277,0.0711663596469113,0.346172339356914,0.435249583944226,0,"二叉形"
"マコガレイ6","マコガレイ",NA,0.0364060326872078,0.316723202478987,0.689498917129178,0,"円形"
"ヒラメ6","ヒラメ",NA,0.0379793956809806,0.240877260291051,0.690290561700877,0,"円形"
"コノシロ6","コノシロ",0.893715167288921,0.0407690592984834,0.279624558935549,0.158603745018607,0,"二叉形"
"カタクチイワシ6","カタクチイワシ",0.937380107970283,0.0578855638300463,0.128681450387437,0.018864067707445,0.047249740898764,"二叉形"
"イトヨリダイ6","イトヨリダイ",0.775275519965561,0.0361073116269087,0.201893289107342,0.379531831086976,0,"二叉形"
"クロダイ6","クロダイ",0.961585156819856,0.0441135402738036,0.296351769173478,0.434821933571689,0,"二叉形"
"マイワシ6","マイワシ",0.920296628239564,0.0431430740585031,0.155346425932124,0.101121908284896,0,"二叉形"
"マアジ6","マアジ",0.880980676109746,0.0635899621709197,0.19294269612067,0.101233214812662,0.308128765629196,"二叉形"
"マサバ6","マサバ",0.889798779662962,0.0553039142510426,0.211658018015319,0.112046351060746,0.101851807080405,"二叉形"
"スズキ7","スズキ",0.961227772422321,0.0624512067192972,0.235150706148755,0.20256098487078,0.0550510376256317,"湾入形"
"ブリ7","ブリ",0.898487965306667,0.0365238436048363,0.23742245536715,0.0559914392257672,0.503129089711283,"湾入形"
"マダイ7","マダイ",0.933313716727153,0.0712081676484581,0.35136785623676,0.428318166088225,0,"二叉形"
"マコガレイ7","マコガレイ",NA,0.0376428962155842,0.316742337562332,0.690298232398915,0,"円形"
"ヒラメ7","ヒラメ",NA,0.0387014862043317,0.23866813638068,0.694784492045169,0,"円形"
"コノシロ7","コノシロ",0.895443382905405,0.0397096012685815,0.271621673889321,0.163384995166213,0,"二叉形"
"カタクチイワシ7","カタクチイワシ",0.95277321915271,0.0557195829061024,0.131398545326285,0.0188961396204632,0.0466835880114333,"二叉形"
"イトヨリダイ7","イトヨリダイ",0.745758630574549,0.0374239817113358,0.208679041358378,0.368037207502108,0,"二叉形"
"クロダイ7","クロダイ",0.951525743356234,0.0436417131848663,0.305215568348745,0.444530290359932,0,"二叉形"
"マイワシ7","マイワシ",0.905179770662285,0.0443096778825479,0.158591878242198,0.102663549113653,0,"二叉形"
"マアジ7","マアジ",0.918974387952361,0.0641986476533455,0.197503761336114,0.105775144558243,0.319170934255372,"二叉形"
"マサバ7","マサバ",0.935357245387647,0.0548857107418648,0.2094071698986,0.108953651605237,0.101037632898145,"二叉形"
"スズキ8","スズキ",0.974252785298283,0.063244756490176,0.225554378573623,0.201581336408054,0.0525023011983072,"湾入形"
"ブリ8","ブリ",0.905699742716015,0.0371952045354874,0.234907554086616,0.0569868600065842,0.495591985739555,"湾入形"
"マダイ8","マダイ",0.903052788202119,0.0708345314661407,0.367606457788359,0.423361914493171,0,"二叉形"
"マコガレイ8","マコガレイ",NA,0.0372730235237558,0.319538743026266,0.717213072500552,0,"円形"
"ヒラメ8","ヒラメ",NA,0.038995045465417,0.234868308228646,0.728611774587833,0,"円形"
"コノシロ8","コノシロ",0.883576763401139,0.0411590246563468,0.270578000306569,0.158794193830884,0,"二叉形"
"カタクチイワシ8","カタクチイワシ",0.920308757877038,0.0556090854411718,0.128976668532436,0.0175680544290683,0.0478576646869007,"二叉形"
"イトヨリダイ8","イトヨリダイ",0.777675088795336,0.03735205009149,0.201217203328653,0.36626700650252,0,"二叉形"
"クロダイ8","クロダイ",0.972768380954714,0.0425936874430876,0.295023726653792,0.444853526835083,0,"二叉形"
"マイワシ8","マイワシ",0.900439317431732,0.0442015814375188,0.153638391874965,0.102551301439233,0,"二叉形"
"マアジ8","マアジ",0.88998644189477,0.0634580980914148,0.199631610596199,0.101194115434943,0.32065895262543,"二叉形"
"マサバ8","マサバ",0.902668033417226,0.0563218510691005,0.210277787622619,0.112090611744465,0.0991250492389236,"二叉形"
"スズキ9","スズキ",0.9889103957803,0.0626649495996926,0.227482363495742,0.198227962447841,0.0551697561390348,"湾入形"
"ブリ9","ブリ",0.898278265189489,0.038218645568716,0.228774322526276,0.0558829645229632,0.510895251419956,"湾入形"
"マダイ9","マダイ",0.924479366258455,0.0748336326866789,0.362243895950761,0.415933010980002,0,"二叉形"
"マコガレイ9","マコガレイ",NA,0.0377493449056353,0.317740627877002,0.70034435825401,0,"円形"
"ヒラメ9","ヒラメ",NA,0.0392207059855051,0.238701476954725,0.720268470876013,0,"円形"
"コノシロ9","コノシロ",0.887627329334348,0.0405329685037483,0.282138122926191,0.160125635650116,0,"二叉形"
"カタクチイワシ9","カタクチイワシ",0.8999387193512,0.0584025462702132,0.130328030249591,0.0180701245207105,0.0470657342167359,"二叉形"
"イトヨリダイ9","イトヨリダイ",0.805903773062305,0.0380962795932324,0.204550508250133,0.35334109890138,0,"二叉形"
"クロダイ9","クロダイ",0.946638079734852,0.0432685060329461,0.29995952893311,0.453012099858005,0,"二叉形"
"マイワシ9","マイワシ",0.919604778575782,0.0447980902951691,0.156169302453474,0.0957502884522082,0,"二叉形"
"マアジ9","マアジ",0.89283570563919,0.0634137690873292,0.200005830860488,0.0970564643825712,0.32080238007665,"二叉形"
"マサバ9","マサバ",0.877631213610906,0.0542692634737116,0.214978168236832,0.110197303526805,0.0999261120729145,"二叉形"
"スズキ10","スズキ",0.920275271374578,0.0618100933321984,0.228076637558224,0.19675038814709,0.0536464951739921,"湾入形"
"ブリ10","ブリ",0.903972963338725,0.0379703313681493,0.230064592210838,0.0540331560562494,0.497508659682728,"湾入形"
"マダイ10","マダイ",0.916107949077003,0.0753874725482036,0.351565361694942,0.430821071715647,0,"二叉形"
"マコガレイ10","マコガレイ",NA,0.0367098707890556,0.310708577416095,0.729954291087584,0,"円形"
"ヒラメ10","ヒラメ",NA,0.0384674278531291,0.244143106431155,0.709089844390844,0,"円形"
"コノシロ10","コノシロ",0.893124233123519,0.0407703223461446,0.264300088417375,0.154995899125452,0,"二叉形"
"カタクチイワシ10","カタクチイワシ",0.933343068043995,0.0564078454787435,0.124818040476179,0.0190581374838796,0.0456922870482575,"二叉形"
"イトヨリダイ10","イトヨリダイ",0.766229747755678,0.0372456061606294,0.20196019595292,0.379380138783379,0,"二叉形"
"クロダイ10","クロダイ",0.96405831574454,0.0427218170873364,0.302166835775757,0.444093754138079,0,"二叉形"
"マイワシ10","マイワシ",0.910243262043368,0.0446553043054486,0.155897538519681,0.100712904548183,0,"二叉形"
"マアジ10","マアジ",0.90768373408665,0.0641573436485864,0.19233707233922,0.101281026395951,0.32022188557201,"二叉形"
"マサバ10","マサバ",0.883849353472484,0.0549347414031494,0.212520462434259,0.107249879832991,0.102801724657469,"二叉形"
"スズキ11","スズキ",0.977853148954726,0.0646194642963051,0.238095769859291,0.200055015677827,0.0551269284347022,"湾入形"
"ブリ11","ブリ",0.935070708262203,0.0366693783167788,0.232788396957013,0.0576159854049774,0.5015081207053,"湾入形"
"マダイ11","マダイ",0.921655309893035,0.0713711208996226,0.361267229597705,0.433936442788768,0,"二叉形"
"マコガレイ11","マコガレイ",NA,0.0370366991320604,0.320066402945304,0.726422634179645,0,"円形"
"ヒラメ11","ヒラメ",NA,0.0393862564582175,0.236842540712651,0.726815039921862,0,"円形"
"コノシロ11","コノシロ",0.895026679792344,0.0397446863866128,0.271754452376842,0.161626522410995,0,"二叉形"
"カタクチイワシ11","カタクチイワシ",0.90131582065046,0.0552557479263351,0.127524766532446,0.018755720585228,0.0467164399480223,"二叉形"
"イトヨリダイ11","イトヨリダイ",0.763518331200677,0.0383635824085872,0.207502025511607,0.386291566387269,0,"二叉形"
"クロダイ11","クロダイ",0.949229167632015,0.0409580233600161,0.303541127459488,0.43843114619033,0,"二叉形"
"マイワシ11","マイワシ",0.897098023107953,0.043515335921955,0.158764452891292,0.0997849425884422,0,"二叉形"
"マアジ11","マアジ",0.883678557463152,0.0616124162410018,0.20931932150111,0.101889903218591,0.324226370889655,"二叉形"
"マサバ11","マサバ",0.899337404616064,0.055719251879216,0.210164305160327,0.10906310954958,0.101633257405805,"二叉形"
"スズキ12","スズキ",0.974254946132891,0.0650363918926429,0.23400607621984,0.200119753893672,0.0552933221784314,"湾入形"
"ブリ12","ブリ",0.917811468446639,0.0364517066369471,0.236119822628991,0.0547832312158389,0.5050218389188,"湾入形"
"マダイ12","マダイ",0.903223600198227,0.0696272378596418,0.367881575578318,0.41948211154216,0,"二叉形"
"マコガレイ12","マコガレイ",NA,0.0372720579675449,0.298462329311992,0.714788019020794,0,"円形"
"ヒラメ12","ヒラメ",NA,0.036855441621381,0.246533388048233,0.718888744594671,0,"円形"
"コノシロ12","コノシロ",0.887585801794303,0.0394543673215133,0.26931653615549,0.159369633978775,0,"二叉形"
"カタクチイワシ12","カタクチイワシ",0.922187291809995,0.0567613700383132,0.130736073775383,0.0189405867226121,0.0464764715744773,"二叉形"
"イトヨリダイ12","イトヨリダイ",0.768001497661951,0.0371039300290499,0.200087901084783,0.392806172453998,0,"二叉形"
"クロダイ12","クロダイ",0.944185319091827,0.0438803498237053,0.296453918980694,0.434331027269336,0,"二叉形"
"マイワシ12","マイワシ",0.90144494407632,0.046393194770453,0.154066984170832,0.101322815221119,0,"二叉形"
"マアジ12","マアジ",0.891760502936556,0.0651765043134088,0.203599676095122,0.0997632318269357,0.329956950344764,"二叉形"
"マサバ12","マサバ",0.8959562214186,0.0559297396701244,0.20939802209577,0.10678036647728,0.101572649110026,"二叉形"
"スズキ13","スズキ",0.937113121286876,0.0620123384888417,0.220758965228419,0.205176799736218,0.0536138024699772,"湾入形"
"ブリ13","ブリ",0.91485392078818,0.0372317929431305,0.238393243306356,0.0562430697414721,0.500434160171505,"湾入形"
"マダイ13","マダイ",0.939430150969824,0.0746695941351093,0.344941334312084,0.43709950444454,0,"二叉形"
"マコガレイ13","マコガレイ",NA,0.037599081049842,0.315220271611528,0.738448108611348,0,"円形"
"ヒラメ13","ヒラメ",NA,0.0386644875097328,0.232968941182719,0.712039609722028,0,"円形"
"コノシロ13","コノシロ",0.890207019030715,0.0400633988769353,0.26823558167292,0.165072428778291,0,"二叉形"
"カタクチイワシ13","カタクチイワシ",0.944696511450701,0.0564014581274884,0.133962452310557,0.0187343600986735,0.0456163843796585,"二叉形"
"イトヨリダイ13","イトヨリダイ",0.769310805964832,0.037409628249501,0.205680575060662,0.370156756846808,0,"二叉形"
"クロダイ13","クロダイ",0.943419662784055,0.0441018479254066,0.31035934972721,0.433013750916402,0,"二叉形"
"マイワシ13","マイワシ",0.92178410749026,0.0433037932856149,0.151991359102365,0.096174818315852,0,"二叉形"
"マアジ13","マアジ",0.894960209324314,0.0632566874633698,0.196267902110375,0.100991983508878,0.323376489675518,"二叉形"
"マサバ13","マサバ",0.896179569223663,0.0538612707889695,0.212640306538385,0.10950770647643,0.100739303961961,"二叉形"
"スズキ14","スズキ",0.919235592336994,0.0637645772167235,0.230924335911003,0.198979329629853,0.0551500187747282,"湾入形"
"ブリ14","ブリ",0.907818593151394,0.0367737569052502,0.232497065925234,0.05590567410935,0.504525495674489,"湾入形"
"マダイ14","マダイ",0.929294908070275,0.0712093641104389,0.351190686237313,0.435404370970698,0,"二叉形"
"マコガレイ14","マコガレイ",NA,0.0362436932100528,0.311954356991198,0.718769839862216,0,"円形"
"ヒラメ14","ヒラメ",NA,0.0383092974107595,0.235500725783072,0.705891390912746,0,"円形"
"コノシロ14","コノシロ",0.920313035063671,0.0401408681281824,0.270309867015841,0.15840847189136,0,"二叉形"
"カタクチイワシ14","カタクチイワシ",0.908795662180922,0.0551264211151128,0.12847761983256,0.0188591387056214,0.0477499173056405,"二叉形"
"イトヨリダイ14","イトヨリダイ",0.7706381180204,0.038109468303068,0.206925447391482,0.389013553534505,0,"二叉形"
"クロダイ14","クロダイ",0.962909443027483,0.042883713533643,0.307194867699803,0.443732348135818,0,"二叉形"
"マイワシ14","マイワシ",0.914650563733194,0.0433786563394744,0.156862876617876,0.0996361731199975,0,"二叉形"
"マアジ14","マアジ",0.894150150927055,0.0631964518950158,0.205826119412114,0.0986748061366704,0.319638522370742,"二叉形"
"マサバ14","マサバ",0.903910149350622,0.0565536718891861,0.217989225262454,0.109226825271525,0.0988098873810448,"二叉形"
"スズキ15","スズキ",0.937089181141866,0.0651568563020934,0.219133895657952,0.197856754050302,0.0560024503914887,"湾入形"
"ブリ15","ブリ",0.901254601936623,0.0372153170511166,0.230224455401455,0.0546436673766147,0.502116803934603,"湾入形"
"マダイ15","マダイ",0.902238537750352,0.0718373312483087,0.363070501748631,0.430845100075647,0,"二叉形"
"マコガレイ15","マコガレイ",NA,0.0361449224638219,0.318961202247704,0.713617344892941,0,"円形"
"ヒラメ15","ヒラメ",NA,0.0390043433637225,0.246031396349045,0.732738535289855,0,"円形"
"コノシロ15","コノシロ",0.936700479361942,0.0401264873817251,0.276887853744394,0.164347583773507,0,"二叉形"
"カタクチイワシ15","カタクチイワシ",0.949624259734197,0.0539295593602837,0.132373535259649,0.0190464327630094,0.0457373465232241,"二叉形"
"イトヨリダイ15","イトヨリダイ",0.780466540556498,0.0381240372386144,0.206465413113652,0.377516222414301,0,"二叉形"
"クロダイ15","クロダイ",0.969632758024534,0.0429829871415785,0.301111319070231,0.442981680874493,0,"二叉形"
"マイワシ15","マイワシ",0.939095217817673,0.0444232320044754,0.156468457288267,0.103422648527883,0,"二叉形"
"マアジ15","マアジ",0.913612212555915,0.0628441157659278,0.201416821361731,0.100715269212534,0.309154885464569,"二叉形"
"マサバ15","マサバ",0.90599558581903,0.0558178138214335,0.212728830002656,0.113768964793404,0.101385073762535,"二叉形"
"スズキ16","スズキ",0.965308581499016,0.0618423749659034,0.225290536461369,0.206045069681686,0.0533657100356797,"湾入形"
"ブリ16","ブリ",0.93800975388207,0.0370810549073313,0.231028114746299,0.0551894751916477,0.490955305363155,"湾入形"
"マダイ16","マダイ",0.910312231406167,0.0729321712828693,0.36155105748498,0.43347433595782,0,"二叉形"
"マコガレイ16","マコガレイ",NA,0.0362513845637474,0.309027419197902,0.721997128769182,0,"円形"
"ヒラメ16","ヒラメ",NA,0.0396176293023516,0.241365652029176,0.731978196248047,0,"円形"
"コノシロ16","コノシロ",0.887964452090981,0.0399085905672681,0.265174822121273,0.161111258702475,0,"二叉形"
"カタクチイワシ16","カタクチイワシ",0.909915192483374,0.0566994398787922,0.131458154750727,0.01816412585694,0.0455333233461826,"二叉形"
"イトヨリダイ16","イトヨリダイ",0.773168750089885,0.037722815000885,0.21121647870892,0.382524931025585,0,"二叉形"
"クロダイ16","クロダイ",0.945335707254935,0.0419229688294313,0.30173190769689,0.445779174617432,0,"二叉形"
"マイワシ16","マイワシ",0.948976531575495,0.0465269698070066,0.150233664309941,0.101732587517691,0,"二叉形"
"マアジ16","マアジ",0.910935789462282,0.0665382029355482,0.201773085336241,0.099852828920885,0.317255650479832,"二叉形"
"マサバ16","マサバ",0.90455229635075,0.0548176822026043,0.214128921558761,0.11284110333036,0.102265766539279,"二叉形"
"スズキ17","スズキ",0.942839930477691,0.0641450902836736,0.233827260856218,0.205697418385524,0.0539698982392978,"湾入形"
"ブリ17","ブリ",0.922583065615705,0.0366209098531197,0.239150458637742,0.0536068263137271,0.502025006696499,"湾入形"
"マダイ17","マダイ",0.929011758278408,0.0733479683857778,0.366507813790054,0.440238585254932,0,"二叉形"
"マコガレイ17","マコガレイ",NA,0.0366577067165807,0.315896741667316,0.729533137226548,0,"円形"
"ヒラメ17","ヒラメ",NA,0.0384834027719413,0.234201396515219,0.693506196907926,0,"円形"
"コノシロ17","コノシロ",0.900479130682238,0.0391446940460994,0.276363184372091,0.15922089172204,0,"二叉形"
"カタクチイワシ17","カタクチイワシ",0.952264791554909,0.0572158692640031,0.126646170526127,0.0190608456075474,0.0479798948428822,"二叉形"
"イトヨリダイ17","イトヨリダイ",0.769317854212646,0.0369502440781766,0.206316447641961,0.387610399762049,0,"二叉形"
"クロダイ17","クロダイ",0.940366405430838,0.0428469867683818,0.3050326262023,0.448228580615081,0,"二叉形"
"マイワシ17","マイワシ",0.920412657173312,0.0434028651285708,0.159989059430329,0.0990652817053081,0,"二叉形"
"マアジ17","マアジ",0.922991053460567,0.0620660773017051,0.20547211734484,0.101432930053466,0.311608847119589,"二叉形"
"マサバ17","マサバ",0.883904197115088,0.055521895250559,0.210925221455887,0.112201890498828,0.105286774173425,"二叉形"
"スズキ18","スズキ",0.933454064860021,0.0636757636089854,0.22531526417906,0.198493657830175,0.0536576547022074,"湾入形"
"ブリ18","ブリ",0.929108092384233,0.0363102365412109,0.235193122498342,0.0537105792528148,0.510641525416006,"湾入形"
"マダイ18","マダイ",0.904169399712314,0.072086909053371,0.357144457785697,0.433110567780761,0,"二叉形"
"マコガレイ18","マコガレイ",NA,0.0372463289469307,0.31914633982925,0.690680376151442,0,"円形"
"ヒラメ18","ヒラメ",NA,0.0392712728816878,0.240675868217154,0.724012284038526,0,"円形"
"コノシロ18","コノシロ",0.891282952229995,0.0384971461421985,0.264479644566012,0.167017893437931,0,"二叉形"
"カタクチイワシ18","カタクチイワシ",0.933297794062123,0.0549917820978835,0.130179906253615,0.0189846730093641,0.046882257665667,"二叉形"
"イトヨリダイ18","イトヨリダイ",0.759532367859921,0.0362131478045722,0.214268633650898,0.388602735572602,0,"二叉形"
"クロダイ18","クロダイ",0.928138045310635,0.0422075024369619,0.305472689868174,0.445866382996956,0,"二叉形"
"マイワシ18","マイワシ",0.909673232126541,0.0444571463174806,0.154550843022203,0.101060508869065,0,"二叉形"
"マアジ18","マアジ",0.905426511674768,0.0635324704563771,0.198836991546434,0.0993978090452599,0.322200905430181,"二叉形"
"マサバ18","マサバ",0.913674330044964,0.0553113856677962,0.218356584144421,0.109210958499476,0.101062472469621,"二叉形"
"スズキ19","スズキ",0.947196251168188,0.0646582780739129,0.222173233836156,0.196144799488195,0.055228363119452,"湾入形"
"ブリ19","ブリ",0.929107921129484,0.038006213208989,0.226867569446422,0.0539579236602672,0.498114007181054,"湾入形"
"マダイ19","マダイ",0.91222741987595,0.0704399651111719,0.358287921809608,0.428996434742674,0,"二叉形"
"マコガレイ19","マコガレイ",NA,0.0359967337066133,0.322434060017264,0.716845221712128,0,"円形"
"ヒラメ19","ヒラメ",NA,0.0369684217583412,0.239972202521562,0.710864598493182,0,"円形"
"コノシロ19","コノシロ",0.877440834898105,0.0397934854807244,0.279924818568926,0.159905562115587,0,"二叉形"
"カタクチイワシ19","カタクチイワシ",0.899559691935673,0.0563936223855174,0.130083946864164,0.0188832336172633,0.0446432636465176,"二叉形"
"イトヨリダイ19","イトヨリダイ",0.784893298485431,0.0373069328061561,0.20414685800862,0.375348164249777,0,"二叉形"
"クロダイ19","クロダイ",0.947053411108263,0.0425849871612759,0.298408830756663,0.434553530120544,0,"二叉形"
"マイワシ19","マイワシ",0.928207504213023,0.0430117701598727,0.155258412049762,0.100631610644815,0,"二叉形"
"マアジ19","マアジ",0.908533393513928,0.0620587146306712,0.19641871194651,0.0964901865089121,0.312300448409654,"二叉形"
"マサバ19","マサバ",0.890409107737644,0.055549382618341,0.213350285453331,0.108932989800632,0.0984350507486996,"二叉形"
"スズキ20","スズキ",0.933003262946556,0.0617423593996142,0.237825085664685,0.20141808031336,0.0546377617862462,"湾入形"
"ブリ20","ブリ",0.935677088501452,0.0376422815149663,0.232674185403833,0.0554826406021275,0.50953824758196,"湾入形"
"マダイ20","マダイ",0.932007577229074,0.072880948828284,0.364392648408926,0.422175953294436,0,"二叉形"
"マコガレイ20","マコガレイ",NA,0.0370686391565598,0.317976249598239,0.729381066090229,0,"円形"
"ヒラメ20","ヒラメ",NA,0.0370242747545647,0.238069724461717,0.69794124852279,0,"円形"
"コノシロ20","コノシロ",0.89546024341248,0.0403867060117422,0.267689166154823,0.16283206220226,0,"二叉形"
"カタクチイワシ20","カタクチイワシ",0.912650478263242,0.0557860300199747,0.1311027913155,0.0182968559551408,0.048118853635346,"二叉形"
"イトヨリダイ20","イトヨリダイ",0.754994552770952,0.0363023796567197,0.209639650389157,0.380942923156103,0,"二叉形"
"クロダイ20","クロダイ",0.995724761811934,0.0436415343382531,0.305349371021447,0.452616189464824,0,"二叉形"
"マイワシ20","マイワシ",0.938752871361274,0.0445823562236185,0.153528659709481,0.0993065402311026,0,"二叉形"
