"","lon","lat","year","catch","area","effort"
"104",136.847455295748,33.0597426790416,1990,0,0,1
"105",155.642143259481,43.5678613737823,1990,0,1,1
"106",137.320887142256,38.0661369081376,1990,0,0,1
"107",158.02224570019,32.2550717462223,1990,60.2138465659261,1,1
"108",149.770908302524,28.0638896550888,1990,0,0,1
"109",138.349470775583,29.743112293368,1990,0,0,1
"110",134.485721192581,25.8281075342204,1990,0,0,1
"111",135.475647498882,37.5905715957441,1990,0,0,1
"112",151.59095040661,48.8292831115647,1990,0,1,1
"113",143.875363893806,40.0863629398133,1990,19.7550949103198,0,1
"114",148.958510613838,24.9077319694475,1990,0,0,1
"115",140.579195908469,33.2762340684046,1990,0,0,1
"116",135.120053389961,20.2557886897391,1990,0,0,1
"117",151.62804946115,23.5195745191276,1990,0,1,1
"118",147.674355588206,31.9354934457757,1990,11.4525222474454,0,1
"119",144.864910304532,49.3150496609634,1990,0,0,1
"120",157.945770432012,34.6131137375351,1990,58.8852071622808,1,1
"121",147.058330569503,41.0583737764528,1990,0,0,1
"122",133.956312297061,32.4748645954155,1990,0,0,1
"123",136.872917094782,23.8188199892142,1990,0,0,1
"124",152.087569969906,35.3362373058415,1990,10.3002103618831,1,1
"125",149.541703226108,29.562048546268,1990,0,0,1
"126",158.394341698254,36.4401466692743,1990,65.9757132579079,1,1
"127",127.744315438862,29.2819166381731,1990,0,0,1
"128",148.096083993389,39.1856533169155,1990,7.84416218502216,0,1
"129",150.588864306728,18.8465807432907,1990,0,1,1
"130",145.968436048726,38.0942989858115,1990,0,0,1
"131",137.383719671087,37.5079220750627,1990,0,0,1
"132",151.440645198006,41.9216750919775,1990,0,1,1
"133",131.411508947123,19.7046776104418,1990,0,0,1
"134",147.852204481496,28.1783754346479,1990,0,0,1
"135",142.584457346362,24.7572661325058,1990,0,0,1
"136",159.898452018741,44.620432843744,1990,0,1,1
"137",144.744824543988,28.1808060973857,1990,0,0,1
"138",160.287678377973,27.8831391965487,1990,6.66461126114407,1,1
"139",145.620622900856,33.986521520724,1990,11.6249379065249,0,1
"140",156.341826896024,32.510599451673,1990,17.9076524724752,1,1
"141",130.834934237948,35.802912820858,1990,0,0,1
"142",151.573624485018,22.7349824879586,1990,0,1,1
"143",134.896960701901,45.3438960313672,1990,0,0,1
"144",143.895655625644,22.6224183518602,1990,0,0,1
"145",163.003146944011,26.5981987607901,1990,17.5105851558551,1,1
"146",142.387035087113,34.2252325444096,1990,0,0,1
"147",137.060120810266,29.5996393670206,1990,0,0,1
"148",146.987244645014,10.9569598975675,1990,0,0,1
"149",160.80791780893,26.3984046473291,1990,9.91963716135584,1,1
"150",129.773988205242,39.3117729881021,1990,0,0,1
"151",143.43304197914,23.8038515537567,1990,0,0,1
"152",129.320695164633,35.6336490084001,1990,0,0,1
"153",170.978615949745,28.8663373191465,1990,192.01159320233,2,1
"154",160.536067184583,28.4345365558319,1990,26.2919379011145,1,1
"155",151.001824344026,33.0696070727339,1990,6.67908639691524,1,1
"156",153.677104577635,26.2766600436095,1990,0,1,1
"157",160.986886871129,29.5799551120865,1990,34.8135998847697,1,1
"158",152.233302899313,25.862763314433,1990,0,1,1
"159",133.870195895362,28.4858790554049,1990,0,0,1
"160",132.635241724543,30.9379876268886,1990,0,0,1
"161",157.07806493122,31.9927773248174,1990,58.6491989854463,1,1
"162",154.700704296883,36.2317785363215,1990,30.7276510117346,1,1
"163",148.116090594331,36.8740405563741,1990,0,0,1
"164",151.291663190725,19.2481163337026,1990,0,1,1
"165",147.262419448531,34.9156299945725,1990,9.70222452501973,0,1
"166",151.128480073777,22.3776826801339,1990,0,1,1
"167",147.999057544064,24.0360192178996,1990,0,0,1
"168",151.843075050126,23.1085012832326,1990,0,1,1
"169",150.661992180858,29.5702320049866,1990,0,1,1
"170",150.095205970075,33.6981483851671,1990,8.14468647762996,1,1
"171",138.078506099117,37.5234030757015,1990,0,0,1
"172",151.787761896738,24.7216445371576,1990,0,1,1
"173",173.088823595791,35.6358557436712,1990,320.023562730675,2,1
"174",148.658560999127,40.6530058805711,1990,12.5848279526818,0,1
"175",155.247615486729,51.0640690362108,1990,0,1,1
"176",145.466562588385,33.2904452164942,1990,0,0,1
"177",164.744073035063,46.9922045005612,1990,12.5444578145279,1,1
"178",149.936599993668,21.9353251924999,1990,0,0,1
"179",146.692424661844,9.75738919440704,1990,0,0,1
"180",141.993876070628,36.9831403443268,1990,0,0,1
"181",141.560076427082,41.3550480806825,1990,0,0,1
"182",145.802167876117,43.2992646383483,1990,0,0,1
"183",153.742780994966,17.880947602158,1990,0,1,1
"184",166.300367120598,21.6714329344694,1990,0,1,1
"185",133.284727039709,32.6279658165027,1990,0,0,1
"186",141.772733933092,30.7363932067378,1990,0,0,1
"187",141.410522266189,29.9987970179556,1990,0,0,1
"188",141.127583357951,19.0693450654587,1990,0,0,1
"189",141.131955724922,12.6640232137223,1990,0,0,1
"190",152.427791643572,48.9579708298723,1990,0,1,1
"191",144.717707332963,35.162507887191,1990,0,0,1
"192",147.37305067457,29.1992910702696,1990,9.13812761505352,0,1
"193",136.91525003021,30.4926507856248,1990,0,0,1
"194",145.169471578354,37.2538642247466,1990,0,0,1
"195",142.932114618958,36.3340639374108,1990,0,0,1
"196",153.335091144511,41.2130760447344,1990,0,1,1
"197",151.742370833778,43.3433138824934,1990,0,1,1
"198",147.44988680687,27.1371073806527,1990,10.708745922125,0,1
"199",132.515772843985,24.9828391089057,1990,0,0,1
"200",135.242429362995,32.5855214874177,1990,0,0,1
"201",144.619671114011,24.8854294854779,1990,0,0,1
"202",133.722359807994,6.76575172508398,1990,0,0,1
"203",153.687123390984,26.0940905712015,1990,0,1,1
"204",147.069826829712,48.712760990125,1990,0,0,1
"205",130.512194732337,33.6271518798792,1990,0,0,1
"206",140.973087515175,39.5799456503871,1990,0,0,1
"207",146.87669736434,22.1166127010259,1990,0,0,1
"208",151.866160529714,33.6731642743516,1990,0,1,1
"209",153.413923838395,33.3053083957284,1990,48.6990207942901,1,1
"210",149.165317292018,18.3241417574665,1990,0,0,1
"211",132.105360210652,42.889194769027,1990,0,0,1
"212",161.883161158164,30.9879920583871,1990,49.2114552524939,1,1
"213",153.298258763868,20.7037468015846,1990,0,1,1
"214",141.026254869256,18.195279387902,1990,0,0,1
"215",120.926486481592,27.0861178056817,1990,0,0,1
"216",148.027850286531,23.3918021553385,1990,0,0,1
"217",137.109822935213,32.284577101663,1990,0,0,1
"218",151.191767367967,31.0338203730832,1990,0,1,1
"219",147.162436597773,26.5677588757829,1990,10.2805497597425,0,1
"220",157.112045868858,23.1099475779194,1990,0,1,1
"221",149.851827401908,41.0340662928373,1990,8.62414866169993,0,1
"222",125.908438100321,29.2142587838994,1990,0,0,1
"223",142.427124539925,34.4457901583762,1990,0,0,1
"224",148.511449056653,33.9938922195769,1990,0,0,1
"225",150.976755310799,40.0049222487971,1990,0,1,1
"226",160.127512604088,30.0481024777511,1990,39.6818982175229,1,1
"227",148.790800235455,54.3703805952626,1990,0,0,1
"228",155.635648762966,56.4620391712228,1990,0,1,1
"229",153.118396623105,11.3542458998978,1990,0,1,1
"230",132.943520417731,32.4574246728011,1990,0,0,1
"231",141.434756110211,29.0331653012591,1990,0,0,1
"232",127.285282926618,33.010136332484,1990,0,0,1
"233",133.736383782988,40.7885620734722,1990,0,0,1
"234",150.830605216049,20.276339749155,1990,0,1,1
"235",147.372219665993,29.6343355398637,1990,0,0,1
"236",134.288924332305,36.2268532473544,1990,0,0,1
"237",150.135823574714,41.8983650264804,1990,0,1,1
"238",136.937648656016,32.008037056512,1990,0,0,1
"239",156.88760915554,42.9776907303292,1990,0,1,1
"240",129.182493676944,44.4369426603839,1990,0,0,1
"241",134.087345971685,37.3359650531618,1990,0,0,1
"242",147.573278483716,29.7652146868465,1990,17.9110619763123,0,1
"243",133.964038500397,26.7788578216042,1990,0,0,1
"244",133.485262713776,22.104304020132,1990,0,0,1
"245",150.258311806213,34.6220137845551,1990,19.0754104826903,1,1
"246",141.69870663611,31.4559785044385,1990,0,0,1
"247",152.373762320181,27.3196370390072,1990,9.44089175586644,1,1
"248",143.101038084753,18.8112346257281,1990,0,0,1
"249",146.270878057253,29.0998796017167,1990,0,0,1
"250",145.069940942438,36.4129419452485,1990,12.0203072745686,0,1
"251",151.711616390322,38.0630362831199,1990,0,1,1
"252",136.108748950749,41.2763323827435,1990,0,0,1
"253",140.196092305093,27.9519935132218,1990,0,0,1
"254",154.249020450468,20.7054445243871,1990,0,1,1
"255",131.844380246438,36.0978636242393,1990,0,0,1
"256",144.337041746062,20.0713350652472,1990,0,0,1
"257",148.850424777131,31.5260775769986,1990,18.1524433707543,0,1
"258",154.527136805689,31.055578625399,1990,22.3430594913508,1,1
"259",136.689537090524,27.3461752346569,1990,0,0,1
"260",147.558304019519,26.6008751286449,1990,4.58942505467869,0,1
"261",158.903787526727,39.226744251575,1990,57.7934858279602,1,1
"262",149.726724047436,26.442770720723,1990,0,0,1
"263",151.371691473874,37.6513506224909,1990,0,1,1
"264",156.206199894967,31.1504080707669,1990,10.675047763059,1,1
"265",158.516293556888,41.0426556017272,1990,16.6217242037312,1,1
"266",139.147769862115,26.2544489429824,1990,0,0,1
"267",144.75938716383,31.8076999507608,1990,0,0,1
"268",146.934530604258,17.7724098750174,1990,0,0,1
"269",151.383054516112,34.580001796989,1990,0,1,1
"270",125.280424947969,35.0276569986384,1990,0,0,1
"271",138.108143606174,12.1314520888237,1990,0,0,1
"272",137.437264083954,22.963221556352,1990,0,0,1
"273",133.870910611446,15.4548605941414,1990,0,0,1
"274",158.391558326044,13.9585387630526,1990,0,1,1
"275",138.209035235324,14.3905772863783,1990,0,0,1
"276",144.457936697933,32.7592243465692,1990,0,0,1
"277",137.568635287828,15.0838698172234,1990,0,0,1
"278",150.374633906995,16.1774068134327,1990,0,1,1
"279",141.433255502147,29.93265697651,1990,0,0,1
"280",158.887354988117,40.662029156556,1990,28.8218934187876,1,1
"281",144.780434928345,14.4738399095423,1990,0,0,1
"282",128.661485707957,31.9047561525718,1990,0,0,1
"283",141.62828054722,16.9766557344834,1990,0,0,1
"284",147.336309571448,32.3581531804974,1990,0,0,1
"285",153.684400844181,39.5743955104099,1990,14.5572322507619,1,1
"286",141.975793295092,36.431093140481,1990,0,0,1
"287",143.191674277692,19.5017742129077,1990,0,0,1
"288",140.190791665097,33.1568252915946,1990,0,0,1
"289",149.698096813321,25.6327783716049,1990,0,0,1
"290",131.483871358974,11.9370828266184,1990,0,0,1
"291",146.154033208937,23.0380509817129,1990,0,0,1
"292",159.688701465512,32.5470667908211,1990,71.3856624051616,1,1
"293",140.618874713979,26.2833547076449,1990,0,0,1
"294",157.003700874685,36.6963511274837,1990,48.020724530217,1,1
"295",140.738981997063,23.2164867661279,1990,0,0,1
"296",140.918267346305,38.8868698995039,1990,0,0,1
"297",161.484219017984,39.0863882767941,1990,42.9893021285464,1,1
"298",134.958022173384,32.1827035680634,1990,0,0,1
"299",157.402093305245,29.7326714006079,1990,27.5125497015347,1,1
"300",124.239886159559,33.2230786815741,1990,0,0,1
"301",134.350727629706,27.7788403491377,1990,0,0,1
"302",141.275596279259,36.1868609319594,1990,0,0,1
"303",146.445126079456,36.266812882116,1990,0,0,1
"304",142.909982682507,31.364596680793,1990,0,0,1
"305",140.399221551581,19.597856395337,1990,0,0,1
"306",150.696387801496,31.9736017649694,1990,0,1,1
"307",139.192801417715,23.8664642475374,1990,0,0,1
"308",145.166454371248,39.1737744638104,1990,0,0,1
"309",155.476010782403,39.0548234203561,1990,14.4531093911102,1,1
"310",140.238184262799,33.248889611681,1990,0,0,1
"311",132.963990761699,40.1794560895596,1990,0,0,1
"312",143.954421918631,40.1519848562116,1990,0,0,1
"313",145.9239584025,18.8368653554037,1990,0,0,1
"314",147.849458221374,34.0520253318371,1990,6.51026658088899,0,1
"315",128.807750419338,47.4743149131596,1990,0,0,1
"316",143.20241435681,20.9036830778593,1990,0,0,1
"317",155.898301577512,28.5689787055045,1990,6.59521394610478,1,1
"318",149.397907945392,21.065342719727,1990,0,0,1
"319",138.901851429142,33.1928820635271,1990,0,0,1
"320",150.761510033824,33.2429767600612,1990,21.7774831297278,1,1
"321",138.76206084872,30.0857137652302,1990,0,0,1
"322",130.987835234109,49.9543840040977,1990,0,0,1
"323",159.909118723902,38.2129403040605,1990,39.4190849660955,1,1
"324",129.798866763327,36.492856130935,1990,0,0,1
"325",141.874978468423,32.3426374674727,1990,0,0,1
"326",137.241578136505,48.9827549105196,1990,0,0,1
"327",165.156335063351,36.8136628718801,1990,107.358625071717,1,1
"328",140.880757670276,30.4762601921432,1990,0,0,1
"329",129.430861857044,35.5669669378042,1990,0,0,1
"330",153.569826051433,17.3314874994219,1990,0,1,1
"331",138.825316235339,40.1470422038182,1990,0,0,1
"332",137.627087523283,32.6680526298076,1990,0,0,1
"333",139.378884016772,1.96110423610131,1990,0,0,1
"334",154.007149804846,21.0154727425066,1990,0,1,1
"335",145.258286617682,18.5532600245851,1990,0,0,1
"336",152.941044065714,42.8257578211778,1990,0,1,1
"337",144.070416191561,33.7183568166381,1990,0,0,1
"338",170.120189711192,29.9900807021853,1990,236.51181452728,2,1
"339",153.013476972158,29.3039420024202,1990,7.31756109917106,1,1
"340",146.311464636994,51.4179386398163,1990,0,0,1
"341",140.88823308467,23.7013036683554,1990,0,0,1
"342",152.346730729036,32.6570324331564,1990,15.8916262917369,1,1
"343",129.5849954546,27.1683690615043,1990,0,0,1
"344",138.853727649852,35.3233310711504,1990,0,0,1
"345",147.239444157685,21.5727120837108,1990,0,0,1
"346",146.611124628797,28.6820742283221,1990,0,0,1
"347",158.718480564561,30.8546731586511,1990,50.4858429304338,1,1
"348",148.516220360137,52.9480737546251,1990,0,0,1
"349",160.42652713517,32.4965673267073,1990,63.0725286992171,1,1
"350",137.71288968508,24.6291770971193,1990,0,0,1
"351",155.165432978137,21.8875301660647,1990,0,1,1
"352",160.504813590362,28.8425453794845,1990,25.3221853643164,1,1
"353",148.954344735753,29.4690434494445,1990,0,0,1
"354",170.165042367507,43.6975338337722,1990,32.7949247999582,2,1
"355",147.261399628524,33.5062234525216,1990,8.12531518291831,0,1
"356",142.021602567912,26.6708463634969,1990,0,0,1
"357",152.687548402274,38.2441971738505,1990,0,1,1
"358",162.469611227573,54.8242331797491,1990,0,1,1
"359",154.295483547407,37.0931644444174,1990,41.3245122088977,1,1
"360",151.201713202942,33.5990484806186,1990,7.34836562275161,1,1
"361",141.334861403987,19.5097749365051,1990,0,0,1
"362",134.579078364313,25.1937573151926,1990,0,0,1
"363",139.699333810017,28.2402340913678,1990,0,0,1
"364",144.590837876724,35.3537139734273,1990,0,0,1
"365",156.079525107706,33.7305478629211,1990,8.8442766278303,1,1
"366",147.869055516914,35.0046376195566,1990,11.732434401563,0,1
"367",149.683524484037,35.3270633006383,1990,20.3945781591784,0,1
"368",152.550049609853,38.6207218665799,1990,0,1,1
"369",141.511854799864,12.3915401422932,1990,0,0,1
"370",148.450400300811,39.0404448350922,1990,13.0044874848149,0,1
"371",145.072757649486,35.0328257175692,1990,8.54007236855403,0,1
"372",137.732871247531,22.4986121092392,1990,0,0,1
"373",156.266378782809,49.8730550709918,1990,0,1,1
"374",145.61715891684,39.0142619614479,1990,0,0,1
"375",150.456144446064,35.2488899729492,1990,16.0878740558113,1,1
"376",140.924233968717,21.4522666785297,1990,0,0,1
"377",175.72055337392,44.361600241997,1990,61.4515858730055,2,1
"378",134.260741512918,26.8232163913988,1990,0,0,1
"379",149.829225937903,35.6060240847142,1990,18.7297737762397,0,1
"380",169.851599229659,31.0022992556757,1990,236.87874007268,1,1
"381",140.291313489436,35.3270322588485,1990,0,0,1
"382",163.815292069509,31.8144594398017,1990,118.136584136617,1,1
"383",160.678368028763,29.6844453238042,1990,59.4278564345514,1,1
"384",147.86675724497,36.8105112752098,1990,0,0,1
"385",149.510672567312,31.2795426477179,1990,10.3134939007406,0,1
"386",151.083359731804,37.1924805776074,1990,0,1,1
"387",143.469723225293,39.4169568813556,1990,0,0,1
"388",150.827516282338,36.4394533760995,1990,0,1,1
"389",156.2119413483,12.8441054051704,1990,0,1,1
"390",132.322189467773,37.1164894795002,1990,0,0,1
"391",144.465628333827,29.4604884354193,1990,0,0,1
"392",155.368766046026,38.3030198945966,1990,26.4634113696441,1,1
"393",135.306520052038,34.2471286594614,1990,0,0,1
"394",147.891836789151,43.429879646669,1990,0,0,1
"395",149.36064893332,19.3188326653384,1990,0,0,1
"396",159.056018116638,25.9636067414855,1990,0,1,1
"397",145.813724071036,9.54276777969668,1990,0,0,1
"398",139.918201471735,26.9148013273142,1990,0,0,1
"399",130.882256202887,34.5759581460995,1990,0,0,1
"400",137.522579251701,31.8448841394819,1990,0,0,1
"401",136.554960650113,34.7193860983764,1990,0,0,1
"402",121.758190882002,44.1254137616433,1990,0,0,1
"403",149.210817060639,18.3691688022965,1990,0,0,1
"404",161.925143844167,33.5340488216879,1990,121.462863870031,1,1
"405",141.831109071006,28.8146072958032,1990,0,0,1
"406",146.816769509791,32.7807431459666,1990,0,0,1
"407",144.703430608385,31.8873415105053,1990,0,0,1
"408",147.979635974837,23.4755731845362,1990,0,0,1
"409",138.397259182846,17.1631134349521,1990,0,0,1
"410",136.829843775831,46.5033875151639,1990,0,0,1
"411",156.463269981473,24.0719359907164,1990,10.0473809096358,1,1
"412",138.827119250938,30.3375918609345,1990,0,0,1
"413",145.116145148526,44.7877850096287,1990,0,0,1
"414",147.348117835139,46.8394175663993,1990,0,0,1
"415",154.453492791072,26.2029420032134,1990,0,1,1
"416",161.318710765632,31.3771727156323,1990,75.8249777609614,1,1
"417",157.603264034759,26.5742254382573,1990,0,1,1
"418",153.69757207686,19.1402123377008,1990,0,1,1
"419",154.811823419163,36.3814002903108,1990,30.4904774714976,1,1
"420",140.937985688412,34.6168348440177,1990,0,0,1
"421",152.469985680014,21.8750160903288,1990,0,1,1
"422",144.334206299055,39.2970643930907,1990,0,0,1
"423",144.391164022426,28.0639102580617,1990,0,0,1
"424",156.143026096971,24.8353555426106,1990,9.16056289969215,1,1
"425",150.177916946202,13.0842914813987,1990,0,1,1
"426",125.163187654046,32.3211859315299,1990,0,0,1
"427",137.866982963685,33.2547399423738,1990,0,0,1
"428",144.549235043501,13.8553804250845,1990,0,0,1
"429",154.466935258149,11.1650634068383,1990,0,1,1
"430",144.984430961998,54.8022009266086,1990,0,0,1
"431",125.037785414248,35.2590657846203,1990,0,0,1
"432",157.361428785688,15.5995081962404,1990,0,1,1
"433",158.212574662388,13.4004805572593,1990,0,1,1
"434",161.812355928446,33.1618733764493,1990,77.1723045880387,1,1
"435",147.009002785076,39.4995145007625,1990,0,0,1
"436",131.72475551994,61.6852848206178,1990,0,0,1
"437",166.221215300955,29.6898440188193,1990,110.328176800301,1,1
"438",145.302579879247,19.0787147305085,1990,0,0,1
"439",158.658376601423,20.1715372432834,1990,0,1,1
"440",136.18339938041,47.1933200340892,1990,0,0,1
"441",155.293874530912,11.5335506276224,1990,0,1,1
"442",152.420346788364,41.9621596439979,1990,0,1,1
"443",136.07103875544,25.3152919198133,1990,0,0,1
"444",138.000259200517,27.4366718440106,1990,0,0,1
"445",144.263553073677,28.8325459896562,1990,0,0,1
"446",134.912701511463,20.74143531798,1990,0,0,1
"447",141.707929327416,31.3915498635511,1990,0,0,1
"448",135.107233894194,26.1032402944933,1990,0,0,1
"449",137.522361516402,35.9727157996592,1990,0,0,1
"450",145.649546717574,33.56701574404,1990,0,0,1
"451",143.112279836479,24.2120387657466,1990,0,0,1
"452",162.982951622854,21.8865447182694,1990,19.521646883018,1,1
"453",170.069104739231,36.9836802332353,1990,296.051867560852,2,1
"454",138.926583070371,31.2874775174278,1990,0,0,1
"455",141.121004884377,39.4480524263791,1990,0,0,1
"456",154.344156077601,26.3065046370713,1990,0,1,1
"457",134.195613413316,18.3520061169478,1990,0,0,1
"458",152.852657043563,30.2753214236819,1990,24.524763368549,1,1
"459",154.086617109143,19.8737887299271,1990,0,1,1
"460",156.40548140721,30.2464823076749,1990,23.9888870706367,1,1
"461",137.254001911323,30.2465141508253,1990,0,0,1
"462",143.582569093424,32.4298517032231,1990,0,0,1
"463",132.244116079451,13.5022323706747,1990,0,0,1
"464",151.996860853497,26.169733450628,1990,8.87054529963784,1,1
"465",151.948111507874,16.820048559906,1990,0,1,1
"466",144.107462918323,42.195770819464,1990,0,0,1
"467",146.959347797038,39.3069355703306,1990,0,0,1
"468",142.194891217626,23.9147118238217,1990,0,0,1
"469",165.541673472717,24.1805698824151,1990,16.0142832539994,1,1
"470",138.189849022178,21.1756365429269,1990,0,0,1
"471",133.510877839093,30.2831878803152,1990,0,0,1
"472",160.080876637628,15.7770441517393,1990,0,1,1
"473",169.196651622791,7.10168196955921,1990,0,1,1
"474",150.056233183309,35.1580199044651,1990,17.7894837774357,1,1
"475",142.894162128571,29.2691225615905,1990,0,0,1
"476",145.069841821778,31.8791178809834,1990,0,0,1
"477",129.542273470318,15.5067756785475,1990,0,0,1
"478",143.901239642622,46.9832151235746,1990,0,0,1
"479",146.417379704861,23.7479283957074,1990,0,0,1
"480",147.903495213366,42.1290251168187,1990,0,0,1
"481",166.128124585835,34.2997096971203,1990,158.610204424072,1,1
"482",149.59668015342,25.0865188313502,1990,0,0,1
"483",122.224539003218,27.3541470521323,1990,0,0,1
"484",151.638726927435,33.1248812019176,1990,7.61673223353551,1,1
"485",153.223863877816,25.3874549310503,1990,0,1,1
"486",153.835231401509,30.6643934994932,1990,24.0492012330141,1,1
"487",156.319632599939,24.9065503222798,1990,19.1635788998029,1,1
"488",146.138955182082,20.9920000240563,1990,0,0,1
"489",144.730715329638,27.8665607173461,1990,0,0,1
"490",145.978328951301,36.0526665168977,1990,0,0,1
"491",143.620426199747,34.2955044813326,1990,0,0,1
"492",145.388496928291,20.3373398151298,1990,0,0,1
"493",131.458125073901,29.7933380058795,1990,0,0,1
"494",158.696365174187,37.9251094775742,1990,32.6361110758282,1,1
"495",148.659555961716,16.3118231522751,1990,0,0,1
"496",154.381179459178,20.0327633384061,1990,0,1,1
